"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"SQ_CANDIDATO";"NR_CANDIDATO";"NM_CANDIDATO";"NM_URNA_CANDIDATO";"NM_SOCIAL_CANDIDATO";"CD_SITUACAO_CANDIDATURA";"DS_SITUACAO_CANDIDATURA";"CD_DETALHE_SITUACAO_CAND";"DS_DETALHE_SITUACAO_CAND";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"CD_SIT_TOT_TURNO";"DS_SIT_TOT_TURNO";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_NOMINAIS"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06009";"PRACUÚBA";"1";"6";"Deputado Federal";"30000610399";"1606";"ALCILEIDE DOS SANTOS DE SOUZA";"LEIDE";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"16";"PSTU";"Partido Socialista dos Trabalhadores Unificado";"30000050277";"PARTIDO ISOLADO";"PSTU";"4";"NÃO ELEITO";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06050";"MACAPÁ";"10";"7";"Deputado Estadual";"30000619213";"18123";"ISAIAS DA SILVA CARVALHO";"ISAIAS CARVALHO";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"18";"REDE";"Rede Sustentabilidade";"30000050499";"FRENTE POPULAR";"REDE / PPL";"5";"SUPLENTE";"N";"107"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06025";"PORTO GRANDE";"12";"7";"Deputado Estadual";"30000624191";"19369";"ADERILSON SANTOS DA SILVA";"HOMEM ARANHA DO AMAPÁ";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"19";"PODE";"Podemos";"30000050643";"PARTIDO ISOLADO";"PODE";"4";"NÃO ELEITO";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06130";"LARANJAL DO JARI";"7";"7";"Deputado Estadual";"30000624194";"19007";"JACIANE DA SILVA RIBEIRO";"JACIANE DA EVOLUCION";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"19";"PODE";"Podemos";"30000050643";"PARTIDO ISOLADO";"PODE";"4";"NÃO ELEITO";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06076";"MAZAGÃO";"5";"7";"Deputado Estadual";"30000624194";"19007";"JACIANE DA SILVA RIBEIRO";"JACIANE DA EVOLUCION";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"19";"PODE";"Podemos";"30000050643";"PARTIDO ISOLADO";"PODE";"4";"NÃO ELEITO";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06173";"TARTARUGALZINHO";"8";"7";"Deputado Estadual";"30000624181";"19888";"ALBERLICE NUNES DA SILVA CORREA";"ALICE DA SILVA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"19";"PODE";"Podemos";"30000050643";"PARTIDO ISOLADO";"PODE";"4";"NÃO ELEITO";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06033";"CALÇOENE";"1";"7";"Deputado Estadual";"30000620058";"40151";"REGILENO MONTEIRO DOS SANTOS";"SANTOS";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"30000050518";"PARTIDO ISOLADO";"PSB";"5";"SUPLENTE";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06050";"MACAPÁ";"10";"7";"Deputado Estadual";"30000620081";"40789";"MARIA CRISTINA DO ROSARIO ALMEIDA MENDES";"CRISTINA ALMEIDA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"30000050518";"PARTIDO ISOLADO";"PSB";"2";"ELEITO POR QP";"N";"1194"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06009";"PRACUÚBA";"1";"7";"Deputado Estadual";"30000620054";"40223";"NILTON NUNES DA SILVA";"NILTON NUNES";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"30000050518";"PARTIDO ISOLADO";"PSB";"5";"SUPLENTE";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06050";"MACAPÁ";"2";"7";"Deputado Estadual";"30000620082";"40999";"FRANCILENE LOBO MARTINS NASCIMENTO";"LENE LOBO";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"30000050518";"PARTIDO ISOLADO";"PSB";"5";"SUPLENTE";"N";"79"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06050";"MACAPÁ";"10";"7";"Deputado Estadual";"30000624180";"19555";"JOAQUIM LEANDRO VILARINHO NETO";"LEANDRO BOLSAS";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"19";"PODE";"Podemos";"30000050643";"PARTIDO ISOLADO";"PODE";"4";"NÃO ELEITO";"N";"6"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06041";"ITAUBAL";"10";"7";"Deputado Estadual";"30000624171";"19222";"MAURO SERGIO GEMAQUE BARBOSA";"CONSELHEIRO MAURO GEMAQUE";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"19";"PODE";"Podemos";"30000050643";"PARTIDO ISOLADO";"PODE";"4";"NÃO ELEITO";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06009";"PRACUÚBA";"1";"7";"Deputado Estadual";"30000619219";"18235";"MARIA ODETH SANTOS DE SOUZA";"ODETH NOVO HORIZONTE";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"18";"REDE";"Rede Sustentabilidade";"30000050499";"FRENTE POPULAR";"REDE / PPL";"5";"SUPLENTE";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06017";"AMAPÁ";"1";"7";"Deputado Estadual";"30000620076";"40222";"FRANCEMARE VIDAL MIRA DA SILVA";"FRANCE VIDAL";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"30000050518";"PARTIDO ISOLADO";"PSB";"5";"SUPLENTE";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06114";"FERREIRA GOMES";"12";"7";"Deputado Estadual";"30000619208";"18888";"EVERTON SILVA NERY";"TON NERY";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"18";"REDE";"Rede Sustentabilidade";"30000050499";"FRENTE POPULAR";"REDE / PPL";"5";"SUPLENTE";"N";"1"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06092";"OIAPOQUE";"4";"7";"Deputado Estadual";"30000623181";"36321";"NILTON FERREIRA DE ABREU";"NILTON ABREU";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06025";"PORTO GRANDE";"12";"7";"Deputado Estadual";"30000623209";"36360";"LUIZ PAULO RODRIGUES CASTELO";"LUIZ PAULO DO MENINO JESUS";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"6"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06033";"CALÇOENE";"1";"7";"Deputado Estadual";"30000623197";"36236";"BESALIEL DE OLIVEIRA RODRIGUES";"BESALIEL";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"1"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06009";"PRACUÚBA";"1";"7";"Deputado Estadual";"30000623178";"36222";"ARILSON LOBATO MELO";"ARILSON MELO";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"4"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06130";"LARANJAL DO JARI";"7";"7";"Deputado Estadual";"30000623210";"36000";"MANOEL PEREIRA DE LIMA FILHO";"PEREIRA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"3"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06122";"VITÓRIA DO JARI";"7";"7";"Deputado Estadual";"30000623181";"36321";"NILTON FERREIRA DE ABREU";"NILTON ABREU";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06130";"LARANJAL DO JARI";"7";"7";"Deputado Estadual";"30000623208";"36036";"EDIO DOS SANTOS PINHEIRO";"PR. ÉDIO";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06025";"PORTO GRANDE";"12";"7";"Deputado Estadual";"30000623211";"36500";"PAULO EDSON MARINHO LIMA";"PAULO BRILHOSO";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06041";"ITAUBAL";"10";"7";"Deputado Estadual";"30000623215";"36400";"OFELIA NOGUEIRA CARMO";"OFELIA NOGUEIRA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06009";"PRACUÚBA";"1";"7";"Deputado Estadual";"30000623203";"36456";"JOSENILSON FLEXA CUSTODIO";"AMADO FLEXA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"12"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06050";"MACAPÁ";"10";"7";"Deputado Estadual";"30000623204";"36121";"MOISES DA SILVA AMARAL";"MOISES AMARAL";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"43"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06068";"CUTIAS";"10";"7";"Deputado Estadual";"30000623203";"36456";"JOSENILSON FLEXA CUSTODIO";"AMADO FLEXA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"71"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06106";"SERRA DO NAVIO";"11";"7";"Deputado Estadual";"30000623214";"36023";"MARIA CLARISSE CONCEIÇÃO LIMA ALMEIDA";"MARIA CLARISSE";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06050";"MACAPÁ";"10";"7";"Deputado Estadual";"30000623202";"36104";"JEANDRE SOUSA HIPPOLYTE";"JEANDRE HIPPOLYTE";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"323"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06017";"AMAPÁ";"1";"7";"Deputado Estadual";"30000623180";"36369";"JACKSON CARDOSO AMARAL";"JACKSON AMARAL";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"1"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06033";"CALÇOENE";"1";"7";"Deputado Estadual";"30000623177";"36007";"JOSE MARIA SILVA DO NASCIMENTO";"ZÉ MARIA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"1"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06106";"SERRA DO NAVIO";"11";"7";"Deputado Estadual";"30000623211";"36500";"PAULO EDSON MARINHO LIMA";"PAULO BRILHOSO";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06122";"VITÓRIA DO JARI";"7";"7";"Deputado Estadual";"30000623199";"36111";"IRLON SARMENTO DE MORAES";"IRLON SARMENTO";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06157";"SANTANA";"6";"7";"Deputado Estadual";"30000623205";"36234";"RAIMUNDO BRITO DO AMARAL";"RAIMUNDO AMARAL";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06017";"AMAPÁ";"1";"7";"Deputado Estadual";"30000623184";"36677";"ROBERTO PENHA DA SILVA";"ROBERTO BLACK";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06025";"PORTO GRANDE";"12";"7";"Deputado Estadual";"30000623182";"36721";"ROMILDO RIBEIRO GONÇALVES";"ROMILDO GONÇALVES";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06092";"OIAPOQUE";"4";"7";"Deputado Estadual";"30000623209";"36360";"LUIZ PAULO RODRIGUES CASTELO";"LUIZ PAULO DO MENINO JESUS";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"1"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06025";"PORTO GRANDE";"12";"7";"Deputado Estadual";"30000623180";"36369";"JACKSON CARDOSO AMARAL";"JACKSON AMARAL";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"1"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06017";"AMAPÁ";"1";"7";"Deputado Estadual";"30000623197";"36236";"BESALIEL DE OLIVEIRA RODRIGUES";"BESALIEL";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"3"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06009";"PRACUÚBA";"1";"7";"Deputado Estadual";"30000623184";"36677";"ROBERTO PENHA DA SILVA";"ROBERTO BLACK";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06084";"PEDRA BRANCA DO AMAPARI";"11";"7";"Deputado Estadual";"30000623215";"36400";"OFELIA NOGUEIRA CARMO";"OFELIA NOGUEIRA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06050";"MACAPÁ";"10";"7";"Deputado Estadual";"30000623179";"36777";"CLEYTON DA SILVA DIAS";"CLEYTON DIAS";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"30000050620";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"90"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06106";"SERRA DO NAVIO";"11";"7";"Deputado Estadual";"30000611725";"35000";"GERSON MAGNO PIRIS";"GERSON PIRES";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"35";"PMB";"Partido da Mulher Brasileira";"30000050318";"JUNTOS SOMOS FORTES";"PROS / PTB / PMB";"5";"SUPLENTE";"N";"2"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06025";"PORTO GRANDE";"12";"7";"Deputado Estadual";"30000611722";"35124";"ANA PAULA LIMA SOARES";"ANA PAULA ";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"35";"PMB";"Partido da Mulher Brasileira";"30000050318";"JUNTOS SOMOS FORTES";"PROS / PTB / PMB";"5";"SUPLENTE";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06050";"MACAPÁ";"10";"7";"Deputado Estadual";"30000611723";"35123";"DIOGO WENCESLAU VILHENA SENIOR";"DIOGO SENIOR";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"35";"PMB";"Partido da Mulher Brasileira";"30000050318";"JUNTOS SOMOS FORTES";"PROS / PTB / PMB";"3";"ELEITO POR MÉDIA";"N";"1440"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06130";"LARANJAL DO JARI";"7";"7";"Deputado Estadual";"30000611721";"35345";"ALINE MAIA BARBOSA";"ALINE MAIA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"35";"PMB";"Partido da Mulher Brasileira";"30000050318";"JUNTOS SOMOS FORTES";"PROS / PTB / PMB";"5";"SUPLENTE";"N";"1"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06050";"MACAPÁ";"10";"7";"Deputado Estadual";"30000611721";"35345";"ALINE MAIA BARBOSA";"ALINE MAIA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"35";"PMB";"Partido da Mulher Brasileira";"30000050318";"JUNTOS SOMOS FORTES";"PROS / PTB / PMB";"5";"SUPLENTE";"N";"0"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06050";"MACAPÁ";"2";"7";"Deputado Estadual";"30000611723";"35123";"DIOGO WENCESLAU VILHENA SENIOR";"DIOGO SENIOR";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"35";"PMB";"Partido da Mulher Brasileira";"30000050318";"JUNTOS SOMOS FORTES";"PROS / PTB / PMB";"3";"ELEITO POR MÉDIA";"N";"2333"
"28/08/2022";"04:32:29";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"AP";"AP";"AMAPÁ";"06084";"PEDRA BRANCA DO AMAPARI";"11";"7";"Deputado Estadual";"30000611724";"35333";"ELIANA CORTES DE SOUZA";"ELIANA CORTES";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"35";"PMB";"Partido da Mulher Brasileira";"30000050318";"JUNTOS SOMOS FORTES";"PROS / PTB / PMB";"5";"SUPLENTE";"N";"0"
